OFFICIAL_CODE_STATE,STATE_CODE,STATE_NAME,COUNTY_NAME,NAME_WITH_DESC
30,MT,Montana,Lincoln,Lincoln County
30,MT,Montana,Musselshell,Musselshell County
30,MT,Montana,Roosevelt,Roosevelt County
30,MT,Montana,Beaverhead,Beaverhead County
30,MT,Montana,Daniels,Daniels County
30,MT,Montana,Lewis and Clark,Lewis and Clark County
30,MT,Montana,Garfield,Garfield County
30,MT,Montana,Sweet Grass,Sweet Grass County
30,MT,Montana,Ravalli,Ravalli County
30,MT,Montana,Rosebud,Rosebud County
30,MT,Montana,Treasure,Treasure County
30,MT,Montana,Blaine,Blaine County
30,MT,Montana,Broadwater,Broadwater County
30,MT,Montana,Valley,Valley County
30,MT,Montana,Cascade,Cascade County
30,MT,Montana,Gallatin,Gallatin County
30,MT,Montana,Park,Park County
30,MT,Montana,Sanders,Sanders County
30,MT,Montana,Wheatland,Wheatland County
30,MT,Montana,Sheridan,Sheridan County
30,MT,Montana,Glacier,Glacier County
30,MT,Montana,Fallon,Fallon County
30,MT,Montana,Custer,Custer County
30,MT,Montana,Phillips,Phillips County
30,MT,Montana,Deer Lodge,Deer Lodge County
30,MT,Montana,Powder River,Powder River County
30,MT,Montana,Silver Bow,Silver Bow County
30,MT,Montana,Chouteau,Chouteau County
30,MT,Montana,Richland,Richland County
30,MT,Montana,Jefferson,Jefferson County
30,MT,Montana,Judith Basin,Judith Basin County
30,MT,Montana,Madison,Madison County
30,MT,Montana,Missoula,Missoula County
30,MT,Montana,Hill,Hill County
30,MT,Montana,Powell,Powell County
30,MT,Montana,Toole,Toole County
30,MT,Montana,Big Horn,Big Horn County
30,MT,Montana,Wibaux,Wibaux County
30,MT,Montana,Dawson,Dawson County
30,MT,Montana,Teton,Teton County
30,MT,Montana,Fergus,Fergus County
30,MT,Montana,Petroleum,Petroleum County
30,MT,Montana,Stillwater,Stillwater County
30,MT,Montana,Golden Valley,Golden Valley County
30,MT,Montana,Lake,Lake County
30,MT,Montana,Prairie,Prairie County
30,MT,Montana,Meagher,Meagher County
30,MT,Montana,Pondera,Pondera County
30,MT,Montana,Carbon,Carbon County
30,MT,Montana,Liberty,Liberty County
30,MT,Montana,Mineral,Mineral County
30,MT,Montana,Granite,Granite County
30,MT,Montana,McCone,McCone County
30,MT,Montana,Carter,Carter County
30,MT,Montana,Flathead,Flathead County
30,MT,Montana,Yellowstone,Yellowstone County
31,NE,Nebraska,Greeley,Greeley County
31,NE,Nebraska,Clay,Clay County
31,NE,Nebraska,Gage,Gage County
31,NE,Nebraska,Cuming,Cuming County
31,NE,Nebraska,Custer,Custer County
31,NE,Nebraska,Hooker,Hooker County
31,NE,Nebraska,Valley,Valley County
31,NE,Nebraska,Washington,Washington County
31,NE,Nebraska,Dawson,Dawson County
31,NE,Nebraska,Lancaster,Lancaster County
31,NE,Nebraska,Thayer,Thayer County
31,NE,Nebraska,Deuel,Deuel County
31,NE,Nebraska,Antelope,Antelope County
31,NE,Nebraska,Arthur,Arthur County
31,NE,Nebraska,Cass,Cass County
31,NE,Nebraska,Holt,Holt County
31,NE,Nebraska,Scotts Bluff,Scotts Bluff County
31,NE,Nebraska,Sherman,Sherman County
31,NE,Nebraska,Webster,Webster County
31,NE,Nebraska,Sarpy,Sarpy County
31,NE,Nebraska,Fillmore,Fillmore County
31,NE,Nebraska,McPherson,McPherson County
31,NE,Nebraska,Thomas,Thomas County
31,NE,Nebraska,Garfield,Garfield County
31,NE,Nebraska,Howard,Howard County
31,NE,Nebraska,Pawnee,Pawnee County
31,NE,Nebraska,Polk,Polk County
31,NE,Nebraska,Dakota,Dakota County
31,NE,Nebraska,Franklin,Franklin County
31,NE,Nebraska,Lincoln,Lincoln County
31,NE,Nebraska,Saunders,Saunders County
31,NE,Nebraska,Thurston,Thurston County
31,NE,Nebraska,Burt,Burt County
31,NE,Nebraska,Dawes,Dawes County
31,NE,Nebraska,Butler,Butler County
31,NE,Nebraska,Dundy,Dundy County
31,NE,Nebraska,Keith,Keith County
31,NE,Nebraska,Nemaha,Nemaha County
31,NE,Nebraska,Phelps,Phelps County
31,NE,Nebraska,Sioux,Sioux County
31,NE,Nebraska,Banner,Banner County
31,NE,Nebraska,Box Butte,Box Butte County
31,NE,Nebraska,Dixon,Dixon County
31,NE,Nebraska,Keya Paha,Keya Paha County
31,NE,Nebraska,Logan,Logan County
31,NE,Nebraska,Perkins,Perkins County
31,NE,Nebraska,Garden,Garden County
31,NE,Nebraska,Red Willow,Red Willow County
31,NE,Nebraska,Knox,Knox County
31,NE,Nebraska,Wayne,Wayne County
31,NE,Nebraska,Dodge,Dodge County
31,NE,Nebraska,Hamilton,Hamilton County
31,NE,Nebraska,Stanton,Stanton County
31,NE,Nebraska,Buffalo,Buffalo County
31,NE,Nebraska,Cherry,Cherry County
31,NE,Nebraska,Gosper,Gosper County
31,NE,Nebraska,Johnson,Johnson County
31,NE,Nebraska,Richardson,Richardson County
31,NE,Nebraska,Boone,Boone County
31,NE,Nebraska,Jefferson,Jefferson County
31,NE,Nebraska,Seward,Seward County
31,NE,Nebraska,York,York County
31,NE,Nebraska,Cedar,Cedar County
31,NE,Nebraska,Furnas,Furnas County
31,NE,Nebraska,Harlan,Harlan County
31,NE,Nebraska,Kearney,Kearney County
31,NE,Nebraska,Loup,Loup County
31,NE,Nebraska,Saline,Saline County
31,NE,Nebraska,Adams,Adams County
31,NE,Nebraska,Brown,Brown County
31,NE,Nebraska,Chase,Chase County
31,NE,Nebraska,Hall,Hall County
31,NE,Nebraska,Hitchcock,Hitchcock County
31,NE,Nebraska,Pierce,Pierce County
31,NE,Nebraska,Rock,Rock County
31,NE,Nebraska,Wheeler,Wheeler County
31,NE,Nebraska,Colfax,Colfax County
31,NE,Nebraska,Madison,Madison County
31,NE,Nebraska,Morrill,Morrill County
31,NE,Nebraska,Otoe,Otoe County
31,NE,Nebraska,Blaine,Blaine County
31,NE,Nebraska,Boyd,Boyd County
31,NE,Nebraska,Grant,Grant County
31,NE,Nebraska,Hayes,Hayes County
31,NE,Nebraska,Kimball,Kimball County
31,NE,Nebraska,Douglas,Douglas County
31,NE,Nebraska,Frontier,Frontier County
31,NE,Nebraska,Nance,Nance County
31,NE,Nebraska,Sheridan,Sheridan County
31,NE,Nebraska,Nuckolls,Nuckolls County
31,NE,Nebraska,Cheyenne,Cheyenne County
31,NE,Nebraska,Merrick,Merrick County
31,NE,Nebraska,Platte,Platte County
32,NV,Nevada,Pershing,Pershing County
32,NV,Nevada,Elko,Elko County
32,NV,Nevada,Carson City,Carson City
32,NV,Nevada,Lincoln,Lincoln County
32,NV,Nevada,Lyon,Lyon County
32,NV,Nevada,Nye,Nye County
32,NV,Nevada,Esmeralda,Esmeralda County
32,NV,Nevada,Humboldt,Humboldt County
32,NV,Nevada,Churchill,Churchill County
32,NV,Nevada,Douglas,Douglas County
32,NV,Nevada,Storey,Storey County
32,NV,Nevada,Eureka,Eureka County
32,NV,Nevada,Lander,Lander County
32,NV,Nevada,Washoe,Washoe County
32,NV,Nevada,Clark,Clark County
32,NV,Nevada,White Pine,White Pine County
32,NV,Nevada,Mineral,Mineral County
33,NH,New Hampshire,Rockingham,Rockingham County
33,NH,New Hampshire,Sullivan,Sullivan County
33,NH,New Hampshire,Merrimack,Merrimack County
33,NH,New Hampshire,Grafton,Grafton County
33,NH,New Hampshire,Belknap,Belknap County
33,NH,New Hampshire,Coos,Coos County
33,NH,New Hampshire,Cheshire,Cheshire County
33,NH,New Hampshire,Carroll,Carroll County
33,NH,New Hampshire,Strafford,Strafford County
33,NH,New Hampshire,Hillsborough,Hillsborough County
34,NJ,New Jersey,Monmouth,Monmouth County
34,NJ,New Jersey,Essex,Essex County
34,NJ,New Jersey,Ocean,Ocean County
34,NJ,New Jersey,Hudson,Hudson County
34,NJ,New Jersey,Morris,Morris County
34,NJ,New Jersey,Union,Union County
34,NJ,New Jersey,Mercer,Mercer County
34,NJ,New Jersey,Cumberland,Cumberland County
34,NJ,New Jersey,Salem,Salem County
34,NJ,New Jersey,Somerset,Somerset County
34,NJ,New Jersey,Atlantic,Atlantic County
34,NJ,New Jersey,Bergen,Bergen County
34,NJ,New Jersey,Passaic,Passaic County
34,NJ,New Jersey,Cape May,Cape May County
34,NJ,New Jersey,Camden,Camden County
34,NJ,New Jersey,Gloucester,Gloucester County
34,NJ,New Jersey,Warren,Warren County
34,NJ,New Jersey,Middlesex,Middlesex County
34,NJ,New Jersey,Hunterdon,Hunterdon County
34,NJ,New Jersey,Sussex,Sussex County
34,NJ,New Jersey,Burlington,Burlington County
35,NM,New Mexico,Cibola,Cibola County
35,NM,New Mexico,Lea,Lea County
35,NM,New Mexico,Taos,Taos County
35,NM,New Mexico,Socorro,Socorro County
35,NM,New Mexico,San Miguel,San Miguel County
35,NM,New Mexico,Harding,Harding County
35,NM,New Mexico,Union,Union County
35,NM,New Mexico,Colfax,Colfax County
35,NM,New Mexico,De Baca,De Baca County
35,NM,New Mexico,San Juan,San Juan County
35,NM,New Mexico,Guadalupe,Guadalupe County
35,NM,New Mexico,Hidalgo,Hidalgo County
35,NM,New Mexico,Luna,Luna County
35,NM,New Mexico,Rio Arriba,Rio Arriba County
35,NM,New Mexico,Bernalillo,Bernalillo County
35,NM,New Mexico,Curry,Curry County
35,NM,New Mexico,Catron,Catron County
35,NM,New Mexico,Grant,Grant County
35,NM,New Mexico,Mora,Mora County
35,NM,New Mexico,Quay,Quay County
35,NM,New Mexico,Sierra,Sierra County
35,NM,New Mexico,Roosevelt,Roosevelt County
35,NM,New Mexico,Sandoval,Sandoval County
35,NM,New Mexico,Santa Fe,Santa Fe County
35,NM,New Mexico,Torrance,Torrance County
35,NM,New Mexico,Valencia,Valencia County
35,NM,New Mexico,Doña Ana,Doña Ana County
35,NM,New Mexico,Eddy,Eddy County
35,NM,New Mexico,Lincoln,Lincoln County
35,NM,New Mexico,Los Alamos,Los Alamos County
35,NM,New Mexico,Chaves,Chaves County
35,NM,New Mexico,McKinley,McKinley County
35,NM,New Mexico,Otero,Otero County
36,NY,New York,Dutchess,Dutchess County
36,NY,New York,Herkimer,Herkimer County
36,NY,New York,Jefferson,Jefferson County
36,NY,New York,Broome,Broome County
36,NY,New York,Nassau,Nassau County
36,NY,New York,Tompkins,Tompkins County
36,NY,New York,Albany,Albany County
36,NY,New York,Onondaga,Onondaga County
36,NY,New York,Sullivan,Sullivan County
36,NY,New York,Bronx,Bronx County
36,NY,New York,Columbia,Columbia County
36,NY,New York,Delaware,Delaware County
36,NY,New York,Rensselaer,Rensselaer County
36,NY,New York,Washington,Washington County
36,NY,New York,Cattaraugus,Cattaraugus County
36,NY,New York,Putnam,Putnam County
36,NY,New York,Saratoga,Saratoga County
36,NY,New York,Yates,Yates County
36,NY,New York,Schuyler,Schuyler County
36,NY,New York,Wyoming,Wyoming County
36,NY,New York,Madison,Madison County
36,NY,New York,Schoharie,Schoharie County
36,NY,New York,Clinton,Clinton County
36,NY,New York,Hamilton,Hamilton County
36,NY,New York,Livingston,Livingston County
36,NY,New York,Chemung,Chemung County
36,NY,New York,New York,New York County
36,NY,New York,Niagara,Niagara County
36,NY,New York,Ontario,Ontario County
36,NY,New York,Steuben,Steuben County
36,NY,New York,Warren,Warren County
36,NY,New York,Montgomery,Montgomery County
36,NY,New York,Orange,Orange County
36,NY,New York,Oneida,Oneida County
36,NY,New York,Richmond,Richmond County
36,NY,New York,Rockland,Rockland County
36,NY,New York,Monroe,Monroe County
36,NY,New York,Allegany,Allegany County
36,NY,New York,Cayuga,Cayuga County
36,NY,New York,Lewis,Lewis County
36,NY,New York,Oswego,Oswego County
36,NY,New York,Queens,Queens County
36,NY,New York,Westchester,Westchester County
36,NY,New York,Chenango,Chenango County
36,NY,New York,Kings,Kings County
36,NY,New York,Essex,Essex County
36,NY,New York,Fulton,Fulton County
36,NY,New York,Genesee,Genesee County
36,NY,New York,St. Lawrence,St. Lawrence County
36,NY,New York,Wayne,Wayne County
36,NY,New York,Erie,Erie County
36,NY,New York,Franklin,Franklin County
36,NY,New York,Otsego,Otsego County
36,NY,New York,Ulster,Ulster County
36,NY,New York,Cortland,Cortland County
36,NY,New York,Greene,Greene County
36,NY,New York,Orleans,Orleans County
36,NY,New York,Seneca,Seneca County
36,NY,New York,Suffolk,Suffolk County
36,NY,New York,Chautauqua,Chautauqua County
36,NY,New York,Schenectady,Schenectady County
36,NY,New York,Tioga,Tioga County
37,NC,North Carolina,Bladen,Bladen County
37,NC,North Carolina,Cabarrus,Cabarrus County
37,NC,North Carolina,Gates,Gates County
37,NC,North Carolina,Greene,Greene County
37,NC,North Carolina,Rowan,Rowan County
37,NC,North Carolina,Sampson,Sampson County
37,NC,North Carolina,Hertford,Hertford County
37,NC,North Carolina,Polk,Polk County
37,NC,North Carolina,Union,Union County
37,NC,North Carolina,Cleveland,Cleveland County
37,NC,North Carolina,Nash,Nash County
37,NC,North Carolina,Anson,Anson County
37,NC,North Carolina,Lincoln,Lincoln County
37,NC,North Carolina,Pender,Pender County
37,NC,North Carolina,Warren,Warren County
37,NC,North Carolina,Yancey,Yancey County
37,NC,North Carolina,Northampton,Northampton County
37,NC,North Carolina,Burke,Burke County
37,NC,North Carolina,Chatham,Chatham County
37,NC,North Carolina,Craven,Craven County
37,NC,North Carolina,Granville,Granville County
37,NC,North Carolina,Montgomery,Montgomery County
37,NC,North Carolina,Jones,Jones County
37,NC,North Carolina,Alexander,Alexander County
37,NC,North Carolina,Ashe,Ashe County
37,NC,North Carolina,Johnston,Johnston County
37,NC,North Carolina,Stanly,Stanly County
37,NC,North Carolina,Clay,Clay County
37,NC,North Carolina,Randolph,Randolph County
37,NC,North Carolina,Haywood,Haywood County
37,NC,North Carolina,Onslow,Onslow County
37,NC,North Carolina,Currituck,Currituck County
37,NC,North Carolina,Davie,Davie County
37,NC,North Carolina,Rockingham,Rockingham County
37,NC,North Carolina,Camden,Camden County
37,NC,North Carolina,Duplin,Duplin County
37,NC,North Carolina,Edgecombe,Edgecombe County
37,NC,North Carolina,Mitchell,Mitchell County
37,NC,North Carolina,Washington,Washington County
37,NC,North Carolina,Columbus,Columbus County
37,NC,North Carolina,Durham,Durham County
37,NC,North Carolina,Graham,Graham County
37,NC,North Carolina,Stokes,Stokes County
37,NC,North Carolina,Alleghany,Alleghany County
37,NC,North Carolina,Gaston,Gaston County
37,NC,North Carolina,Lenoir,Lenoir County
37,NC,North Carolina,Iredell,Iredell County
37,NC,North Carolina,Macon,Macon County
37,NC,North Carolina,Dare,Dare County
37,NC,North Carolina,Alamance,Alamance County
37,NC,North Carolina,Avery,Avery County
37,NC,North Carolina,Harnett,Harnett County
37,NC,North Carolina,Pamlico,Pamlico County
37,NC,North Carolina,Caldwell,Caldwell County
37,NC,North Carolina,Hyde,Hyde County
37,NC,North Carolina,Jackson,Jackson County
37,NC,North Carolina,Robeson,Robeson County
37,NC,North Carolina,Tyrrell,Tyrrell County
37,NC,North Carolina,Mecklenburg,Mecklenburg County
37,NC,North Carolina,Person,Person County
37,NC,North Carolina,Richmond,Richmond County
37,NC,North Carolina,Rutherford,Rutherford County
37,NC,North Carolina,Wayne,Wayne County
37,NC,North Carolina,Wilkes,Wilkes County
37,NC,North Carolina,Caswell,Caswell County
37,NC,North Carolina,Forsyth,Forsyth County
37,NC,North Carolina,Madison,Madison County
37,NC,North Carolina,Swain,Swain County
37,NC,North Carolina,Transylvania,Transylvania County
37,NC,North Carolina,Wake,Wake County
37,NC,North Carolina,Buncombe,Buncombe County
37,NC,North Carolina,Martin,Martin County
37,NC,North Carolina,Perquimans,Perquimans County
37,NC,North Carolina,Scotland,Scotland County
37,NC,North Carolina,Vance,Vance County
37,NC,North Carolina,Beaufort,Beaufort County
37,NC,North Carolina,Brunswick,Brunswick County
37,NC,North Carolina,Davidson,Davidson County
37,NC,North Carolina,Guilford,Guilford County
37,NC,North Carolina,McDowell,McDowell County
37,NC,North Carolina,Wilson,Wilson County
37,NC,North Carolina,Carteret,Carteret County
37,NC,North Carolina,Catawba,Catawba County
37,NC,North Carolina,Franklin,Franklin County
37,NC,North Carolina,Hoke,Hoke County
37,NC,North Carolina,Pasquotank,Pasquotank County
37,NC,North Carolina,Cherokee,Cherokee County
37,NC,North Carolina,Henderson,Henderson County
37,NC,North Carolina,Moore,Moore County
37,NC,North Carolina,New Hanover,New Hanover County
37,NC,North Carolina,Surry,Surry County
37,NC,North Carolina,Yadkin,Yadkin County
37,NC,North Carolina,Chowan,Chowan County
37,NC,North Carolina,Bertie,Bertie County
37,NC,North Carolina,Cumberland,Cumberland County
37,NC,North Carolina,Halifax,Halifax County
37,NC,North Carolina,Lee,Lee County
37,NC,North Carolina,Orange,Orange County
37,NC,North Carolina,Pitt,Pitt County
37,NC,North Carolina,Watauga,Watauga County
38,ND,North Dakota,Billings,Billings County
38,ND,North Dakota,Rolette,Rolette County
38,ND,North Dakota,Foster,Foster County
38,ND,North Dakota,Kidder,Kidder County
38,ND,North Dakota,Slope,Slope County
38,ND,North Dakota,Renville,Renville County
38,ND,North Dakota,Hettinger,Hettinger County
38,ND,North Dakota,McKenzie,McKenzie County
38,ND,North Dakota,Ward,Ward County
38,ND,North Dakota,Adams,Adams County
38,ND,North Dakota,Barnes,Barnes County
38,ND,North Dakota,Sioux,Sioux County
38,ND,North Dakota,Divide,Divide County
38,ND,North Dakota,Grant,Grant County
38,ND,North Dakota,Cavalier,Cavalier County
38,ND,North Dakota,Stark,Stark County
38,ND,North Dakota,McIntosh,McIntosh County
38,ND,North Dakota,Oliver,Oliver County
38,ND,North Dakota,Ramsey,Ramsey County
38,ND,North Dakota,McHenry,McHenry County
38,ND,North Dakota,Nelson,Nelson County
38,ND,North Dakota,Walsh,Walsh County
38,ND,North Dakota,Sargent,Sargent County
38,ND,North Dakota,Benson,Benson County
38,ND,North Dakota,Burke,Burke County
38,ND,North Dakota,Burleigh,Burleigh County
38,ND,North Dakota,Emmons,Emmons County
38,ND,North Dakota,McLean,McLean County
38,ND,North Dakota,Morton,Morton County
38,ND,North Dakota,Richland,Richland County
38,ND,North Dakota,Grand Forks,Grand Forks County
38,ND,North Dakota,Dickey,Dickey County
38,ND,North Dakota,Dunn,Dunn County
38,ND,North Dakota,Williams,Williams County
38,ND,North Dakota,Golden Valley,Golden Valley County
38,ND,North Dakota,Traill,Traill County
38,ND,North Dakota,Cass,Cass County
38,ND,North Dakota,Logan,Logan County
38,ND,North Dakota,Steele,Steele County
38,ND,North Dakota,Stutsman,Stutsman County
38,ND,North Dakota,Bottineau,Bottineau County
38,ND,North Dakota,Bowman,Bowman County
38,ND,North Dakota,Wells,Wells County
38,ND,North Dakota,Pierce,Pierce County
38,ND,North Dakota,Mercer,Mercer County
38,ND,North Dakota,Ransom,Ransom County
38,ND,North Dakota,Pembina,Pembina County
38,ND,North Dakota,Sheridan,Sheridan County
38,ND,North Dakota,Eddy,Eddy County
38,ND,North Dakota,Griggs,Griggs County
38,ND,North Dakota,Towner,Towner County
38,ND,North Dakota,LaMoure,LaMoure County
38,ND,North Dakota,Mountrail,Mountrail County
39,OH,Ohio,Marion,Marion County
39,OH,Ohio,Montgomery,Montgomery County
39,OH,Ohio,Ross,Ross County
39,OH,Ohio,Licking,Licking County
39,OH,Ohio,Portage,Portage County
39,OH,Ohio,Putnam,Putnam County
39,OH,Ohio,Williams,Williams County
39,OH,Ohio,Seneca,Seneca County
39,OH,Ohio,Adams,Adams County
39,OH,Ohio,Belmont,Belmont County
39,OH,Ohio,Lucas,Lucas County
39,OH,Ohio,Cuyahoga,Cuyahoga County
39,OH,Ohio,Darke,Darke County
39,OH,Ohio,Trumbull,Trumbull County
39,OH,Ohio,Fayette,Fayette County
39,OH,Ohio,Butler,Butler County
39,OH,Ohio,Crawford,Crawford County
39,OH,Ohio,Geauga,Geauga County
39,OH,Ohio,Ashland,Ashland County
39,OH,Ohio,Pickaway,Pickaway County
39,OH,Ohio,Pike,Pike County
39,OH,Ohio,Preble,Preble County
39,OH,Ohio,Stark,Stark County
39,OH,Ohio,Wood,Wood County
39,OH,Ohio,Jackson,Jackson County
39,OH,Ohio,Clinton,Clinton County
39,OH,Ohio,Warren,Warren County
39,OH,Ohio,Summit,Summit County
39,OH,Ohio,Lorain,Lorain County
39,OH,Ohio,Muskingum,Muskingum County
39,OH,Ohio,Vinton,Vinton County
39,OH,Ohio,Ashtabula,Ashtabula County
39,OH,Ohio,Holmes,Holmes County
39,OH,Ohio,Meigs,Meigs County
39,OH,Ohio,Union,Union County
39,OH,Ohio,Delaware,Delaware County
39,OH,Ohio,Knox,Knox County
39,OH,Ohio,Van Wert,Van Wert County
39,OH,Ohio,Highland,Highland County
39,OH,Ohio,Madison,Madison County
39,OH,Ohio,Washington,Washington County
39,OH,Ohio,Auglaize,Auglaize County
39,OH,Ohio,Jefferson,Jefferson County
39,OH,Ohio,Morrow,Morrow County
39,OH,Ohio,Richland,Richland County
39,OH,Ohio,Champaign,Champaign County
39,OH,Ohio,Clark,Clark County
39,OH,Ohio,Hamilton,Hamilton County
39,OH,Ohio,Hardin,Hardin County
39,OH,Ohio,Noble,Noble County
39,OH,Ohio,Wyandot,Wyandot County
39,OH,Ohio,Coshocton,Coshocton County
39,OH,Ohio,Franklin,Franklin County
39,OH,Ohio,Logan,Logan County
39,OH,Ohio,Tuscarawas,Tuscarawas County
39,OH,Ohio,Erie,Erie County
39,OH,Ohio,Guernsey,Guernsey County
39,OH,Ohio,Hancock,Hancock County
39,OH,Ohio,Perry,Perry County
39,OH,Ohio,Gallia,Gallia County
39,OH,Ohio,Mahoning,Mahoning County
39,OH,Ohio,Monroe,Monroe County
39,OH,Ohio,Athens,Athens County
39,OH,Ohio,Brown,Brown County
39,OH,Ohio,Defiance,Defiance County
39,OH,Ohio,Medina,Medina County
39,OH,Ohio,Paulding,Paulding County
39,OH,Ohio,Hocking,Hocking County
39,OH,Ohio,Lawrence,Lawrence County
39,OH,Ohio,Morgan,Morgan County
39,OH,Ohio,Fairfield,Fairfield County
39,OH,Ohio,Lake,Lake County
39,OH,Ohio,Ottawa,Ottawa County
39,OH,Ohio,Shelby,Shelby County
39,OH,Ohio,Scioto,Scioto County
39,OH,Ohio,Allen,Allen County
39,OH,Ohio,Greene,Greene County
39,OH,Ohio,Huron,Huron County
39,OH,Ohio,Wayne,Wayne County
39,OH,Ohio,Harrison,Harrison County
39,OH,Ohio,Miami,Miami County
39,OH,Ohio,Sandusky,Sandusky County
39,OH,Ohio,Carroll,Carroll County
39,OH,Ohio,Henry,Henry County
39,OH,Ohio,Clermont,Clermont County
39,OH,Ohio,Columbiana,Columbiana County
39,OH,Ohio,Fulton,Fulton County
39,OH,Ohio,Mercer,Mercer County
40,OK,Oklahoma,Choctaw,Choctaw County
40,OK,Oklahoma,Cimarron,Cimarron County
40,OK,Oklahoma,Lincoln,Lincoln County
40,OK,Oklahoma,Beaver,Beaver County
40,OK,Oklahoma,Blaine,Blaine County
40,OK,Oklahoma,McClain,McClain County
40,OK,Oklahoma,Roger Mills,Roger Mills County
40,OK,Oklahoma,Logan,Logan County
40,OK,Oklahoma,Love,Love County
40,OK,Oklahoma,Mayes,Mayes County
40,OK,Oklahoma,Pittsburg,Pittsburg County
40,OK,Oklahoma,Cherokee,Cherokee County
40,OK,Oklahoma,Kingfisher,Kingfisher County
40,OK,Oklahoma,Stephens,Stephens County
40,OK,Oklahoma,Carter,Carter County
40,OK,Oklahoma,Haskell,Haskell County
40,OK,Oklahoma,Pawnee,Pawnee County
40,OK,Oklahoma,Rogers,Rogers County
40,OK,Oklahoma,Washington,Washington County
40,OK,Oklahoma,Adair,Adair County
40,OK,Oklahoma,Payne,Payne County
40,OK,Oklahoma,Tillman,Tillman County
40,OK,Oklahoma,Nowata,Nowata County
40,OK,Oklahoma,Beckham,Beckham County
40,OK,Oklahoma,Harper,Harper County
40,OK,Oklahoma,Johnston,Johnston County
40,OK,Oklahoma,Noble,Noble County
40,OK,Oklahoma,Okfuskee,Okfuskee County
40,OK,Oklahoma,Cotton,Cotton County
40,OK,Oklahoma,Murray,Murray County
40,OK,Oklahoma,Garvin,Garvin County
40,OK,Oklahoma,Le Flore,Le Flore County
40,OK,Oklahoma,Pushmataha,Pushmataha County
40,OK,Oklahoma,Hughes,Hughes County
40,OK,Oklahoma,Kiowa,Kiowa County
40,OK,Oklahoma,Muskogee,Muskogee County
40,OK,Oklahoma,Ellis,Ellis County
40,OK,Oklahoma,Okmulgee,Okmulgee County
40,OK,Oklahoma,Texas,Texas County
40,OK,Oklahoma,Dewey,Dewey County
40,OK,Oklahoma,Grant,Grant County
40,OK,Oklahoma,Woods,Woods County
40,OK,Oklahoma,Comanche,Comanche County
40,OK,Oklahoma,Jackson,Jackson County
40,OK,Oklahoma,Jefferson,Jefferson County
40,OK,Oklahoma,Garfield,Garfield County
40,OK,Oklahoma,McCurtain,McCurtain County
40,OK,Oklahoma,Woodward,Woodward County
40,OK,Oklahoma,Wagoner,Wagoner County
40,OK,Oklahoma,Caddo,Caddo County
40,OK,Oklahoma,Kay,Kay County
40,OK,Oklahoma,Tulsa,Tulsa County
40,OK,Oklahoma,Atoka,Atoka County
40,OK,Oklahoma,Latimer,Latimer County
40,OK,Oklahoma,Major,Major County
40,OK,Oklahoma,Marshall,Marshall County
40,OK,Oklahoma,Alfalfa,Alfalfa County
40,OK,Oklahoma,Cleveland,Cleveland County
40,OK,Oklahoma,Osage,Osage County
40,OK,Oklahoma,Craig,Craig County
40,OK,Oklahoma,Creek,Creek County
40,OK,Oklahoma,Greer,Greer County
40,OK,Oklahoma,Coal,Coal County
40,OK,Oklahoma,Grady,Grady County
40,OK,Oklahoma,Harmon,Harmon County
40,OK,Oklahoma,Oklahoma,Oklahoma County
40,OK,Oklahoma,Pontotoc,Pontotoc County
40,OK,Oklahoma,Sequoyah,Sequoyah County
40,OK,Oklahoma,Washita,Washita County
40,OK,Oklahoma,Bryan,Bryan County
40,OK,Oklahoma,Delaware,Delaware County
40,OK,Oklahoma,McIntosh,McIntosh County
40,OK,Oklahoma,Ottawa,Ottawa County
40,OK,Oklahoma,Seminole,Seminole County
40,OK,Oklahoma,Canadian,Canadian County
40,OK,Oklahoma,Custer,Custer County
40,OK,Oklahoma,Pottawatomie,Pottawatomie County
41,OR,Oregon,Marion,Marion County
41,OR,Oregon,Morrow,Morrow County
41,OR,Oregon,Coos,Coos County
41,OR,Oregon,Multnomah,Multnomah County
41,OR,Oregon,Wasco,Wasco County
41,OR,Oregon,Wheeler,Wheeler County
41,OR,Oregon,Deschutes,Deschutes County
41,OR,Oregon,Jackson,Jackson County
41,OR,Oregon,Malheur,Malheur County
41,OR,Oregon,Douglas,Douglas County
41,OR,Oregon,Hood River,Hood River County
41,OR,Oregon,Columbia,Columbia County
41,OR,Oregon,Lincoln,Lincoln County
41,OR,Oregon,Harney,Harney County
41,OR,Oregon,Lake,Lake County
41,OR,Oregon,Union,Union County
41,OR,Oregon,Gilliam,Gilliam County
41,OR,Oregon,Yamhill,Yamhill County
41,OR,Oregon,Linn,Linn County
41,OR,Oregon,Curry,Curry County
41,OR,Oregon,Klamath,Klamath County
41,OR,Oregon,Jefferson,Jefferson County
41,OR,Oregon,Lane,Lane County
41,OR,Oregon,Wallowa,Wallowa County
41,OR,Oregon,Washington,Washington County
41,OR,Oregon,Umatilla,Umatilla County
41,OR,Oregon,Benton,Benton County
41,OR,Oregon,Clackamas,Clackamas County
41,OR,Oregon,Josephine,Josephine County
41,OR,Oregon,Crook,Crook County
41,OR,Oregon,Polk,Polk County
41,OR,Oregon,Tillamook,Tillamook County
41,OR,Oregon,Sherman,Sherman County
41,OR,Oregon,Baker,Baker County
41,OR,Oregon,Grant,Grant County
41,OR,Oregon,Clatsop,Clatsop County
